index,sequence_label,source,generator,chisqr_p,chisqr_X2.X-squared,chisqr_df.df,ks_p,ks_D.D,freq_p,freq_X2.X-squared,freq_df.df,eqdist_empiricalMean,eqdist_diff,gap_p,gap_X2.X-squared,gap_df.df,serial_autocorrelation,perm_observed_stat,perm_p,entropy_val,fft_dominant_frequency,fft_dominant_period,fft_max_magnitude,uniformity_score,patterns_score,periodicity_score,randomness_score
61,randoms-45,QRNG,IBM Qiskit (Single-Qubit),4.51787705238757e-05,35.68,9,0.0008666695293592,0.088,4.51787705238757e-05,35.68,9,0.503,0.003,1.82965173967184e-100,594.408163265306,39,-0.0726243878765058,5.03,1.0,3.27679793385166,0.442,2.26244343891403,146.614806698333,0.727839916219742,0.5953174310563292,0.2449647739629078,0.5227073737463263
62,randoms-46,QRNG,IBM Qiskit (Single-Qubit),1.44558073846363e-07,49.32,9,1.79437673449939e-06,0.118,1.44558073846363e-07,49.32,9,0.5058,0.0058,5.78533327721817e-144,824.848979591837,45,0.0499809219239325,5.058,1.0,3.25476251899913,0.442,2.26244343891403,163.330772198997,0.7765041271750149,0.8381254479483049,0.3952486512505544,0.6699594087912915
63,randoms-47,QRNG,IBM Qiskit (Single-Qubit),2.95245894050716e-05,36.72,9,0.0012274053371617,0.086,2.95245894050716e-05,36.72,9,0.502,0.002,6.95876526801224e-157,893.771428571428,47,0.0124567306437301,5.02,0.222,3.27581547109761,0.286,3.4965034965035,166.699697990406,0.7083858038034317,0.7638123983336418,0.2937078822727591,0.5886353614699442
64,randoms-48,QRNG,IBM Qiskit (Single-Qubit),7.61573924339518e-08,50.8,9,1.79437673449939e-06,0.118,7.61573924339518e-08,50.8,9,0.5158,0.0158,1.24657314305477e-130,753.85306122449,43,0.0235069154129002,5.158,1.0,3.26004616479732,0.036,27.7777777777778,202.56926546912,0.8257167601661012,0.785696225832298,0.45322806509079094,0.6882136836963967
65,randoms-49,QRNG,IBM Qiskit (Single-Qubit),8.90277166251793e-08,50.44,9,6.06219924238892e-05,0.102,8.90277166251793e-08,50.44,9,0.5102,0.0102,3.3715502272287e-107,630.387755102041,40,-0.0019264946537051,5.102,1.0,3.25535555116187,0.112,8.92857142857143,160.485900077906,0.7957864384192037,0.7353278048305938,0.38599758562451036,0.6390372762914359
66,randoms-5,QRNG,IBM Qiskit (Single-Qubit),0.0070574973845479,22.64,9,0.0008666695293592,0.088,0.0070574973845479,22.64,9,0.4938,0.0061999999999999,1.31384045597004e-91,550.816326530612,39,-0.0048086748590821,4.938,1.0,3.29066905112619,0.292,3.42465753424658,149.907271317964,0.74004431298986,0.7296199243062351,0.18039495242261683,0.5500197299062374
67,randoms-50,QRNG,IBM Qiskit (Single-Qubit),7.78045024182463e-07,45.4,9,9.0799859524961e-05,0.1,7.78045024182463e-07,45.4,9,0.5124,0.0124,2.89306812985274e-124,719.791836734694,42,0.0400331272872252,5.124,1.0,3.26360875681055,0.394,2.53807106598985,164.667476451931,0.805396433643645,0.8184247980162667,0.35241075812762857,0.6587439965958467
68,randoms-51,QRNG,IBM Qiskit (Single-Qubit),0.0024836524088796,25.48,9,0.0017244401703835,0.084,0.0024836524088796,25.48,9,0.507,0.007,2.28159314216299e-118,691.008163265306,42,0.0334119998810418,5.07,1.0,3.28789139027254,0.112,8.92857142857143,154.554369233959,0.7117171344709532,0.8053122923857906,0.2048605846017411,0.5739633371528282
69,randoms-52,QRNG,IBM Qiskit (Single-Qubit),0.0002122140616425,31.84,9,0.0001988712714996,0.096,0.0002122140616425,31.84,9,0.5102,0.0102,1.71198288140578e-122,708.114285714286,41,-0.0251497791773298,5.102,1.0,3.27916677986601,0.198,5.05050505050505,143.519010561658,0.7901066043239614,0.6893363247709001,0.225985512769516,0.5684761472881259
70,randoms-53,QRNG,IBM Qiskit (Single-Qubit),1.64418486693112e-06,43.64,9,2.63813610118885e-05,0.106,1.64418486693112e-06,43.64,9,0.4902,0.0097999999999999,7.07774323677682e-111,651.371428571429,41,-0.052761865076776,4.902,1.0,3.26842298648281,0.222,4.5045045045045,168.041725702594,0.7951973412616354,0.6346532459514913,0.3348517683179165,0.5882341185103477
71,randoms-54,QRNG,IBM Qiskit (Single-Qubit),0.0567852545544052,16.52,9,4.20066493879215e-07,0.124,0.0567852545544052,16.52,9,0.5402,0.0402,1.2943072609600899e-126,737.30612244898,44,-0.0134154033148286,5.402,1.0,3.29891066940782,0.156,6.41025641025641,185.492902230719,0.9171548348221495,0.7125751268853971,0.2151377268184485,0.6149558961753318
72,randoms-55,QRNG,IBM Qiskit (Single-Qubit),0.0002650050977809,31.28,9,4.53877766275709e-06,0.114,0.0002650050977809,31.28,9,0.5238,0.0238,3.21861881688418e-127,734.183673469388,42,-0.0206099447548343,5.238,1.0,3.28256930114944,0.3,3.33333333333333,178.873570442687,0.8648423355761281,0.6983270299445852,0.28524886169764113,0.6161394090727849
73,randoms-56,QRNG,IBM Qiskit (Single-Qubit),0.0004819286815088,29.76,9,9.07998595249615e-05,0.1,0.0004819286815088,29.76,9,0.5196,0.0196,1.64797232760979e-131,761.183673469388,44,-0.0064290975771213,5.196,1.0,3.28281907235947,0.486,2.05761316872428,161.953530127145,0.8405863578135645,0.7264108330577874,0.2471746019275981,0.6047239309329834
74,randoms-57,QRNG,IBM Qiskit (Single-Qubit),6.07626399223214e-08,51.32,9,4.01514172449904e-05,0.104,6.07626399223214e-08,51.32,9,0.475,0.025,1.2192810473966598e-153,874.918367346939,46,0.0071393353696799,4.75,1.0,3.25714326927899,0.21,4.76190476190476,196.593415214543,0.8694462390493958,0.75328180872358,0.45524791838031453,0.69265865538443
75,randoms-58,QRNG,IBM Qiskit (Single-Qubit),2.6312212181847502e-14,83.96,9,1.11478073853892e-06,0.12,2.6312212181847502e-14,83.96,9,0.4816,0.0184,1.310131565312e-156,889.30612244898,46,-0.0582859871363136,4.816,1.0,3.22217416993108,0.232,4.31034482758621,215.631708702605,0.8385394678204614,0.6237132538375384,0.6774602363100108,0.7132376526560037
76,randoms-59,QRNG,IBM Qiskit (Single-Qubit),1.00466582632034e-06,44.8,9,0.000134916725306,0.0980000000000001,1.00466582632034e-06,44.8,9,0.5074,0.0073999999999999,1.30996416501657e-116,682.408163265306,42,-0.074241306797129,5.074,1.0,3.26330360777822,0.178,5.61797752808989,161.293865723405,0.7790117298422958,0.5921152787414689,0.3466547431373649,0.5725939172403766
77,randoms-6,QRNG,IBM Qiskit (Single-Qubit),6.64829843166812e-06,40.32,9,2.8652561090907e-06,0.116,6.64829843166812e-06,40.32,9,0.5104,0.0104,6.90324521358618e-115,673.983673469388,42,-0.0288426354535942,5.104,1.0,3.26980991152526,0.298,3.35570469798658,158.01151250807,0.7990954701510314,0.6820229783051859,0.30587518703879973,0.5956645451650057
78,randoms-60,QRNG,IBM Qiskit (Single-Qubit),3.68430242255283e-11,68.04,9,1.11190264833003e-05,0.11,3.68430242255283e-11,68.04,9,0.4902,0.0097999999999999,2.18103256426115e-127,731.942857142857,41,0.0402344669177459,4.902,1.0,3.24278187286607,0.048,20.8333333333333,152.97649378071,0.79581337579592,0.8188235317781899,0.4346911038449658,0.683109337139692
79,randoms-61,PRNG,Mersenne Twister (MT19937),0.637119407169399,7.0,9,1.11478073853892e-06,0.12,0.637119407169399,7.0,9,0.500444444444444,0.0004444444444444,3.22292565178465e-102,605.955102040816,40,0.0049500689731824,5.504,0.37,3.31174319287015,0.372,2.68817204301075,139.282951253566,0.42821089931344847,0.7489461773137576,0.04832451239802316,0.4084938630084098
80,randoms-62,PRNG,Mersenne Twister (MT19937),0.360287044246161,9.88,9,2.63813610118885e-05,0.106,0.360287044246161,9.88,9,0.497111111111111,0.0028888888888888,2.46810746534203e-96,577.004081632653,40,-0.0482205184342137,5.474,1.0,3.30744829165661,0.436,2.29357798165138,200.213064994472,0.5791178208717093,0.6436469459314871,0.20299015547481292,0.47525164075933635
81,randoms-63,PRNG,Mersenne Twister (MT19937),0.467321742982128,8.68,9,5.8401501314882e-06,0.112888888888889,0.467321742982128,8.68,9,0.48,0.02,2.2262620053803503e-112,661.697959183673,42,-0.0062509617052824,5.32,1.0,3.3089937357958,0.192,5.20833333333333,145.47709231208,0.610064665707899,0.7267636140087016,0.07600744049540253,0.47094524007066774
82,randoms-64,PRNG,Mersenne Twister (MT19937),0.574903423864456,7.6,9,7.13247100230033e-06,0.112,0.574903423864456,7.6,9,0.512,0.012,4.8332828862591e-97,577.591836734694,39,-0.0185695998714665,5.608,1.0,3.31094169242552,0.05,20.0,194.189392486838,0.5162767139836646,0.7023677366294148,0.17183088874944674,0.46349177978750866
83,randoms-65,PRNG,Mersenne Twister (MT19937),0.478839243824184,8.56,9,3.36695327794022e-07,0.124888888888889,0.478839243824184,8.56,9,0.476888888888889,0.0231111111111111,1.41166713429857e-126,734.097959183673,43,-0.063875639922778,5.292,1.0,3.30938012616051,0.032,31.25,163.694919296056,0.6197767860098925,0.6126434844253879,0.11361339303070843,0.4486778878219962
84,randoms-66,PRNG,Mersenne Twister (MT19937),0.257003594285071,11.28,9,1.11190264833003e-05,0.11,0.257003594285071,11.28,9,0.488444444444444,0.0115555555555555,1.67317320492058e-101,602.440816326531,40,-0.0390894728392281,5.396,1.0,3.30567985423804,0.214,4.67289719626168,165.583029916136,0.6745776383108345,0.661730102987877,0.13685203566683063,0.491053258988514
85,randoms-67,PRNG,Mersenne Twister (MT19937),0.77146862589841,5.68,9,4.53877766275708e-06,0.114,0.77146862589841,5.68,9,0.503555555555556,0.0035555555555555,9.770765501326681e-120,700.69387755102,43,0.122462329306038,5.532,1.0,3.31368357391007,0.172,5.81395348837209,151.172412046737,0.375490866873482,0.9816678998750119,0.0641374830913796,0.4737654166132912
86,randoms-68,PRNG,Mersenne Twister (MT19937),0.166259716884981,12.92,9,0.0004218533486177,0.092,0.166259716884981,12.92,9,0.491333333333333,0.0086666666666666,1.76112097779593e-115,679.861224489796,43,0.0254721897461534,5.422,1.0,3.30334235107988,0.282,3.54609929078014,154.633220588093,0.689661425427067,0.7895882625171905,0.125135298466158,0.5347949954701384
87,randoms-69,PRNG,Mersenne Twister (MT19937),0.914025429676107,3.96,9,0.0001988712714996,0.096,0.914025429676107,3.96,9,0.496666666666667,0.0033333333333333,2.5087373954396903e-117,685.918367346939,42,-0.0438998641348382,5.47,1.0,3.31610568849705,0.462,2.16450216450216,149.925272714813,0.29452372079920025,0.6522035859645715,0.048901589995089915,0.33187629891962056
88,randoms-7,QRNG,IBM Qiskit (Single-Qubit),5.3425342909417e-07,46.28,9,1.11478073853892e-06,0.12,5.3425342909417e-07,46.28,9,0.5312,0.0312,2.00974235890392e-105,621.685714285714,40,-0.0951188685170977,5.312,1.0,3.26099001463576,0.32,3.125,192.289055382315,0.9015313238228407,0.5507692769490791,0.42599914798650906,0.6260999162528097
89,randoms-70,PRNG,Mersenne Twister (MT19937),0.530120263763937,8.04,9,2.54783207655732e-07,0.126,0.530120263763937,8.04,9,0.493777777777778,0.0062222222222222,1.81772238371569e-115,673.828571428572,41,-0.0174046449772878,5.444,1.0,3.31039195090001,0.014,71.4285714285714,183.364200204637,0.5107509097455573,0.7046748176855658,0.15114056778465423,0.4555220984052591
90,randoms-71,PRNG,Mersenne Twister (MT19937),0.657933306213629,6.8,9,5.05283356920103e-05,0.102888888888889,0.657933306213629,6.8,9,0.474888888888889,0.0251111111111111,1.20830717353404e-117,690.457142857143,43,0.0421193959715613,5.274,1.0,3.31143357220093,0.406,2.46305418719212,155.900571056438,0.5370919994070539,0.8225564523693448,0.08605081698693165,0.4818997562544434
91,randoms-72,PRNG,Mersenne Twister (MT19937),0.189624979789513,12.44,9,1.11478073853892e-06,0.12,0.189624979789513,12.44,9,0.487111111111111,0.0128888888888889,1.51051406142867e-103,612.481632653061,40,-0.003640564035845,5.384,1.0,3.30399044710735,0.24,4.16666666666667,141.335642591729,0.7155919692857292,0.7319332553761692,0.09287622472423138,0.5134671497953766
92,randoms-73,PRNG,Mersenne Twister (MT19937),0.674543245420627,6.64,9,5.84015013148832e-06,0.112888888888889,0.674543245420627,6.64,9,0.525333333333333,0.0253333333333333,5.9919563322160604e-120,698.730612244898,42,0.0349445083820475,5.728,1.0,3.31232296263127,0.132,7.57575757575758,155.699250499185,0.5315931950049695,0.8083472779880043,0.08101413813193295,0.4736515370416356
93,randoms-74,PRNG,Mersenne Twister (MT19937),0.579021033486107,7.56,9,1.71956722454751e-05,0.108,0.579021033486107,7.56,9,0.494666666666667,0.0053333333333333,1.15503247947499e-134,779.6,45,0.0139659370665597,5.452,1.0,3.31027254613784,0.276,3.6231884057971,171.80043276471,0.4809818710091014,0.76680123641255,0.1266193832695455,0.4581341635637323
94,randoms-75,PRNG,Mersenne Twister (MT19937),0.973055194856034,2.76,9,1.71956722454752e-05,0.108,0.973055194856034,2.76,9,0.512666666666667,0.0126666666666666,3.90765392806983e-114,670.297959183673,42,-0.036417662102158,5.614,1.0,3.31800219463342,0.182,5.49450549450549,165.512563327587,0.3179482213639271,0.6670213670255815,0.07298019767814012,0.3526499286892162
95,randoms-76,PRNG,Mersenne Twister (MT19937),0.779187716164836,5.6,9,1.71956722454751e-05,0.108,0.779187716164836,5.6,9,0.487111111111111,0.0128888888888889,9.387826869778e-111,647.791836734694,40,-0.0489499307365018,5.384,1.0,3.31310659789298,0.408,2.45098039215686,169.593827585617,0.41701164572411603,0.6422024150632607,0.1071675735211831,0.38879387810285326
96,randoms-77,PRNG,Mersenne Twister (MT19937),0.971699157102865,2.8,9,7.13247100230033e-06,0.112,0.971699157102865,2.8,9,0.497777777777778,0.0022222222222222,3.6130164036900897e-116,677.257142857143,41,-0.0163241736338133,5.48,0.778,3.31792230747584,0.454,2.20264317180617,144.639213331148,0.26763929596669694,0.7068145871999912,0.02801644523374426,0.33415677613347755
97,randoms-78,PRNG,Mersenne Twister (MT19937),0.316052101277882,10.44,9,9.07998595249615e-05,0.1,0.316052101277882,10.44,9,0.492444444444444,0.0075555555555555,2.9768670658316103e-105,620.848979591837,40,-0.0475854548057832,5.432,0.996,3.30729121886834,0.396,2.52525252525253,197.373391005519,0.6218409522678712,0.6449046283309722,0.1976291723411584,0.48812491764666727
98,randoms-79,PRNG,Mersenne Twister (MT19937),0.858001733289412,4.72,9,2.8652561090907e-06,0.116,0.858001733289412,4.72,9,0.497555555555556,0.0024444444444444,8.00770062391383e-107,628.54693877551,40,-0.0109793334422052,5.478,1.0,3.31512368600718,0.062,16.1290322580645,168.654000558832,0.32636125150876905,0.7173995288280597,0.09469413687649132,0.37948497240444
99,randoms-8,QRNG,IBM Qiskit (Single-Qubit),5.52853105210831e-07,46.2,9,1.11190264833003e-05,0.11,5.52853105210831e-07,46.2,9,0.4804,0.0196,3.6117107206662e-137,788.734693877551,44,-0.0493172339213742,4.804,1.0,3.26354711787284,0.1,10.0,176.295885415553,0.8440414428901069,0.6414750064537793,0.3780086421329039,0.6211750304922633
100,randoms-80,PRNG,Mersenne Twister (MT19937),0.616305224983365,7.2,9,6.06219924238887e-05,0.102,0.616305224983365,7.2,9,0.491111111111111,0.0088888888888888,2.12961492383562e-136,788.048979591837,45,0.0132436416346637,5.42,1.0,3.31162113258186,0.124,8.06451612903226,157.718324330996,0.47788787774425334,0.7653707998212289,0.08903258243514228,0.4440970866668749
101,randoms-81,PRNG,Linear Congruential Generator (LCG),0.125199576061496,13.92,9,0.0003886512569733,0.0924444444444444,0.125199576061496,13.92,9,0.479555555555556,0.0204444444444444,2.117256061408e-173,890.734693877551,23,-0.0502546375582785,5.316,1.0,3.30207237206087,0.5,2.0,150.0,0.7697107659053969,0.6396185687638087,0.12163012353233024,0.510319819400512
102,randoms-82,PRNG,Linear Congruential Generator (LCG),0.275708936772222,11.0,9,0.0001988712714996,0.096,0.275708936772222,11.0,9,0.504,0.004,7.89181137849391e-158,813.489795918367,22,-0.0500874387279814,5.536,1.0,3.30600349137511,0.5,2.0,328.0,0.6203741150600957,0.6399496899564975,0.4882588823073651,0.5828608957746527
103,randoms-83,PRNG,Linear Congruential Generator (LCG),0.632954695279192,7.04,9,5.8401501314882e-06,0.112888888888889,0.632954695279192,7.04,9,0.502666666666667,0.0026666666666667,5.30050688919435e-197,1009.61632653061,25,0.0362823996456761,5.524,1.0,3.31173096092765,0.5,2.0,210.0,0.44106117227681974,0.8109968428809728,0.20212047826768348,0.48472616447515876
104,randoms-84,PRNG,Linear Congruential Generator (LCG),0.973055194856034,2.76,9,7.59511095045254e-05,0.100888888888889,0.973055194856034,2.76,9,0.494666666666667,0.0053333333333333,1.02012796968078e-163,841.277551020408,22,-0.0169280257903299,5.452,1.0,3.31796849167128,0.5,2.0,202.0,0.27949063180700584,0.7056187161169329,0.15247498972899057,0.3791947792176431
105,randoms-85,PRNG,Linear Congruential Generator (LCG),0.735908337245972,6.04,9,2.32948075973841e-06,0.116888888888889,0.735908337245972,6.04,9,0.495111111111111,0.0048888888888888,1.2823654679724999e-123,644.342857142857,20,-0.0812556763290847,5.456,0.915,3.31327442650146,0.5,2.0,244.0,0.40011178694031546,0.5782239949253452,0.2680522828621487,0.41546268824260313
106,randoms-86,PRNG,Linear Congruential Generator (LCG),0.928856585228348,3.72,9,5.05283356920103e-05,0.102888888888889,0.928856585228348,3.72,9,0.492444444444444,0.0075555555555555,4.33015898522724e-138,716.497959183673,21,0.0217291282251112,5.432,0.992,3.31660724969057,0.5,2.0,208.0,0.31378703396503677,0.7821754893957962,0.1725574312236701,0.42283998486150104
107,randoms-87,PRNG,Linear Congruential Generator (LCG),0.191686740846966,12.4,9,6.87054086399067e-07,0.122,0.191686740846966,12.4,9,0.497777777777778,0.0022222222222222,9.60264681267355e-159,817.808163265306,22,-0.0193462744673495,5.48,0.77,3.30261783714176,0.5,2.0,336.0,0.6620738729906686,0.7008296073371053,0.5231573573189313,0.628686945882235
108,randoms-88,PRNG,Linear Congruential Generator (LCG),0.257003594285071,11.28,9,0.0009011930231796,0.0877777777777778,0.257003594285071,11.28,9,0.492444444444444,0.0075555555555555,9.69408545755662e-188,962.142857142857,24,-0.0602363400459071,5.432,0.993,3.3056516446933,0.5,2.0,264.0,0.6190149426429077,0.6198507675962108,0.35094784179285304,0.5299378506773239
109,randoms-89,PRNG,Linear Congruential Generator (LCG),0.334538151634006,10.2,9,3.70321347102869e-06,0.114888888888889,0.334538151634006,10.2,9,0.517333333333333,0.0173333333333333,4.1745946923360797e-168,865.755102040816,23,0.0176152432121408,5.656,1.0,3.30717014850145,0.5,2.0,176.0,0.6641288643610832,0.7740283360355802,0.1517913320238989,0.5299828441401874
110,randoms-9,QRNG,IBM Qiskit (Single-Qubit),0.0069564239072961,22.68,9,0.0045580844007258,0.078,0.0069564239072961,22.68,9,0.503,0.003,2.0522898918118198e-116,678.457142857143,41,0.025642903879893,5.03,1.0,3.28993488416306,0.054,18.5185185185185,158.54489269976,0.5755515116430187,0.7899263454300449,0.20296875730196182,0.5228155381250085
111,randoms-90,PRNG,Linear Congruential Generator (LCG),0.94007992739137,3.52,9,3.70321347102863e-06,0.114888888888889,0.94007992739137,3.52,9,0.484444444444444,0.0155555555555555,1.07695055760838e-150,779.787755102041,22,-0.0665320675996921,5.36,1.0,3.31693577619551,0.5,2.0,232.0,0.34937291769351925,0.6073826850579027,0.2230325383073149,0.3932627136862456
112,randoms-91,PRNG,Linear Congruential Generator (LCG),0.666245200424164,6.72,9,2.8652561090907e-06,0.116,0.666245200424164,6.72,9,0.487111111111111,0.0128888888888889,7.63411885342589e-166,855.077551020408,23,-0.0534854110849291,5.384,1.0,3.31247612861032,0.5,2.0,280.0,0.47466413330690355,0.6332203327142447,0.3504411396515276,0.4861085352242253
113,randoms-92,PRNG,Linear Congruential Generator (LCG),0.89203626317185,4.28,9,1.71956722454752e-05,0.108,0.89203626317185,4.28,9,0.492888888888889,0.0071111111111111,2.13191707322698e-156,806.730612244898,22,-0.0436617524668363,5.436,1.0,3.31559038008688,0.5,2.0,282.0,0.33155033826892644,0.6526751432078955,0.33868521493224896,0.44097023213635694
114,randoms-93,PRNG,Linear Congruential Generator (LCG),0.467321742982128,8.68,9,1.71956722454751e-05,0.108,0.467321742982128,8.68,9,0.489777777777778,0.0102222222222222,8.29793595696973e-149,770.869387755102,22,-0.0655929857473953,5.408,0.999,3.30910438551263,0.5,2.0,364.0,0.5614879551323688,0.6092424462919518,0.550485071679609,0.5737384910346432
115,randoms-94,PRNG,Linear Congruential Generator (LCG),0.798139062395361,5.4,9,9.07998595249615e-05,0.1,0.798139062395361,5.4,9,0.518222222222222,0.0182222222222223,2.22365337850311e-167,862.326530612245,23,-0.109056785771613,5.664,1.0,3.31415638474007,0.5,2.0,200.0,0.4307145281185668,0.5231665731699218,0.16783951523887336,0.3739068721757873
116,randoms-95,PRNG,Linear Congruential Generator (LCG),0.628790456174789,7.08,9,0.0004218533486177,0.092,0.628790456174789,7.08,9,0.484,0.016,3.55067563890803e-160,824.567346938776,22,-0.0731475416887197,5.356,1.0,3.31125476249525,0.5,2.0,202.0,0.492013425595377,0.5942813752779954,0.18719158935014993,0.4244954634078408
117,randoms-96,PRNG,Linear Congruential Generator (LCG),0.948298489052846,3.36,9,9.07998595249615e-05,0.1,0.948298489052846,3.36,9,0.504444444444444,0.0044444444444444,1.5629616970649598e-126,658.142857142857,20,0.0025142468391985,5.54,1.0,3.31716134906607,0.5,2.0,246.0,0.2870283043063826,0.7441222659936289,0.25230088675888385,0.4278171523529651
118,randoms-97,PRNG,Linear Congruential Generator (LCG),0.262248754594965,11.2,9,2.03491227134574e-07,0.126888888888889,0.262248754594965,11.2,9,0.520888888888889,0.0208888888888888,9.82806640268372e-151,779.975510204082,22,-0.0296395663478424,5.688,1.0,3.30559866201692,0.5,2.0,260.0,0.7182987755460971,0.6804447333633696,0.3425261622970916,0.5804232237355195
119,randoms-98,PRNG,Linear Congruential Generator (LCG),0.662090729039073,6.76,9,2.03491227134574e-07,0.126888888888889,0.662090729039073,6.76,9,0.525777777777778,0.0257777777777778,3.26105424718036e-145,750.171428571428,21,-0.0084533680605227,5.732,1.0,3.31218975398354,0.5,2.0,318.0,0.5403004348136059,0.7224019601751392,0.434530674491417,0.5657443564933874
120,randoms-99,PRNG,Linear Congruential Generator (LCG),0.931184892832221,3.68,9,0.0001988712714996,0.096,0.931184892832221,3.68,9,0.493777777777778,0.0062222222222222,8.18126313860814e-154,794.526530612245,22,-0.0216209689415758,5.444,1.0,3.3166077860322,0.5,2.0,270.0,0.3000692580418847,0.6963247938406832,0.30733726650425763,0.4345771061289419
